num_acao;num_instancia;c_juiz;c_uf_juiz;c_cid_juiz;num_vara;c_uf_vara;c_cid_vara;c_ganho_causa;num_valor
64551;1;Ricardo Trouchetti;RS;Porto Alegre;3;RN;Natal;Funcionario;22041.31
84146;1;Anibal Esteves;PE;Recife;2;SP;Santos;Funcionario;69429.82
34380;1;Paulo Donaterio Santos;SP;Sao Paulo;1;SP;Osasco;Funcionario;80812.18
87535;1;Rodrigo Rodrigues;RR;Boa Bista;5;SP;Sao Paulo;Funcionario;76410.53
50016;1;Ricardo Trouchetti;RS;Porto Alegre;3;RN;Natal;Funcionario;77545.52
80598;1;Rodrigo Rodrigues;RR;Boa Bista;5;SP;Sao Paulo;Funcionario;75289.01
14904;1;Rodrigo Rodrigues;RR;Boa Bista;5;SP;Sao Paulo;Funcionario;50680.49
35651;1;Salim Akabar Neto;SP;Osasco;1;PR;Curitiba;Funcionario;81803.58
73600;1;Anibal Esteves;PE;Recife;2;SP;Santos;Funcionario;8964.30
71304;1;Roberto Paulo de Andrade;MS;Campo Grande;5;SP;Sao Paulo;Funcionario;199061.72
4377;1;Roberto Paulo de Andrade;MS;Campo Grande;5;SP;Sao Paulo;Funcionario;58244.50
113589;1;Salim Akabar Neto;SP;Osasco;1;PR;Curitiba;Funcionario;36104.36
97577;1;Salim Akabar Neto;SP;Osasco;1;PR;Curitiba;Funcionario;98747.16
87188;1;Anibal Esteves;PE;Recife;2;SP;Santos;Funcionario;23446.15
14500;1;Salim Akabar Neto;SP;Osasco;1;PR;Curitiba;Funcionario;43169.41
32181;1;Rodrigo Rodrigues;RR;Boa Bista;5;SP;Sao Paulo;Funcionario;44631.52
111346;1;Alexssandro Silveira Motta;PR;Curitiba;4;ES;Vitoria;Funcionario;11732.83
20478;1;Paulo Donaterio Santos;SP;Sao Paulo;1;SP;Osasco;Funcionario;29204.75
106464;1;Ricardo Trouchetti;RS;Porto Alegre;3;RN;Natal;Funcionario;13745.84
78511;1;Anibal Esteves;PE;Recife;2;SP;Santos;Funcionario;21486.41
110391;1;Paulo Donaterio Santos;SP;Sao Paulo;1;SP;Osasco;Funcionario;59572.41
49607;1;Anibal Esteves;PE;Recife;2;SP;Santos;Funcionario;45109.64
66561;1;Salim Akabar Neto;SP;Osasco;1;PR;Curitiba;Funcionario;57975.17
83134;1;Salim Akabar Neto;SP;Osasco;1;PR;Curitiba;Funcionario;13462.10
50494;1;Anibal Esteves;PE;Recife;2;SP;Santos;Funcionario;69830.62
39819;1;Roberto Paulo de Andrade;MS;Campo Grande;5;SP;Sao Paulo;Funcionario;51333.66
67089;1;Rodrigo Rodrigues;RR;Boa Bista;5;SP;Sao Paulo;Funcionario;32607.14
59571;1;Anibal Esteves;PE;Recife;2;SP;Santos;Funcionario;2746.13
113281;1;Paulo Donaterio Santos;SP;Sao Paulo;1;SP;Osasco;Funcionario;69776.05
117659;1;Salim Akabar Neto;SP;Osasco;1;PR;Curitiba;Funcionario;11122.89
55158;1;Roberto Paulo de Andrade;MS;Campo Grande;5;SP;Sao Paulo;Funcionario;196776.52
44332;1;Anibal Esteves;PE;Recife;2;SP;Santos;Funcionario;37650.12
118452;1;Ricardo Trouchetti;RS;Porto Alegre;3;RN;Natal;Funcionario;87106.08
90501;1;Rodrigo Rodrigues;RR;Boa Bista;5;SP;Sao Paulo;Funcionario;279.57
61456;1;Salim Akabar Neto;SP;Osasco;1;PR;Curitiba;Funcionario;53756.08
13581;1;Paulo Donaterio Santos;SP;Sao Paulo;1;SP;Osasco;Funcionario;93285.26
54063;1;Rodrigo Rodrigues;RR;Boa Bista;5;SP;Sao Paulo;Funcionario;99686.38
107297;1;Salim Akabar Neto;SP;Osasco;1;PR;Curitiba;Funcionario;29820.75
94529;1;Anibal Esteves;PE;Recife;2;SP;Santos;Funcionario;20685.46
108891;1;Ricardo Trouchetti;RS;Porto Alegre;3;RN;Natal;Funcionario;14462.46
71408;1;Rodrigo Rodrigues;RR;Boa Bista;5;SP;Sao Paulo;Funcionario;90772.01
110778;1;Salim Akabar Neto;SP;Osasco;1;PR;Curitiba;Funcionario;70297.12
114748;1;Fabio Nucatti Verberom;ES;Vitoria;2;RS;Porto Alegre;Funcionario;29334.79
87149;1;Rodrigo Rodrigues;RR;Boa Bista;5;SP;Sao Paulo;Funcionario;50383.86
78322;1;Salim Akabar Neto;SP;Osasco;1;PR;Curitiba;Funcionario;81909.74
32607;3;Roberto Paulo de Andrade;MS;Campo Grande;5;SP;Sao Paulo;Funcionario;73739.79
70194;1;Paulo Donaterio Santos;SP;Sao Paulo;1;SP;Osasco;Funcionario;51896.17
56378;1;Roberto Paulo de Andrade;MS;Campo Grande;5;SP;Sao Paulo;Funcionario;26326.75
9945;1;Salim Akabar Neto;SP;Osasco;1;PR;Curitiba;Funcionario;73358.66
103043;1;Antonio Lorenzo;RO;Porto Velho;3;RJ;Rio de Janeiro;Funcionario;69423.08
79019;1;Jose Bonifacio da Silva;RN;Natal;10;DF;DF;Funcionario;286383.19
78272;1;Ricardo Trouchetti;RS;Porto Alegre;3;RN;Natal;Funcionario;3995.22
106250;1;Salim Akabar Neto;SP;Osasco;1;PR;Curitiba;Funcionario;62573.04
54970;1;Rodrigo Rodrigues;RR;Boa Bista;5;SP;Sao Paulo;Funcionario;99134.35
60115;1;Fabio Nucatti Verberom;ES;Vitoria;2;RS;Porto Alegre;Funcionario;42774.88
22258;1;Rodrigo Rodrigues;RR;Boa Bista;5;SP;Sao Paulo;Funcionario;62363.38
112972;1;Ricardo Trouchetti;RS;Porto Alegre;3;RN;Natal;Funcionario;38014.75
60649;1;Rodrigo Rodrigues;RR;Boa Bista;5;SP;Sao Paulo;Funcionario;8032.64
35239;1;Paulo Donaterio Santos;SP;Sao Paulo;1;SP;Osasco;Funcionario;21565.59
84197;1;Paulo Donaterio Santos;SP;Sao Paulo;1;SP;Osasco;Funcionario;25006.54
110046;1;Rodrigo Rodrigues;RR;Boa Bista;5;SP;Sao Paulo;Funcionario;94257.22
93333;1;Paulo Donaterio Santos;SP;Sao Paulo;1;SP;Osasco;Funcionario;60814.23
9241;1;Rodrigo Rodrigues;RR;Boa Bista;5;SP;Sao Paulo;Funcionario;57825.82
39780;1;Anibal Esteves;PE;Recife;2;SP;Santos;Funcionario;9340.71
101366;1;Jose Bonifacio da Silva;RN;Natal;10;DF;DF;Funcionario;354181.65
90163;1;Alexssandro Silveira Motta;PR;Curitiba;4;ES;Vitoria;Funcionario;69206.74
109724;1;Paulo Donaterio Santos;SP;Sao Paulo;1;SP;Osasco;Funcionario;57091.99
103795;1;Paulo Donaterio Santos;SP;Sao Paulo;1;SP;Osasco;Funcionario;49980.09
107925;1;Ricardo Trouchetti;RS;Porto Alegre;3;RN;Natal;Funcionario;71159.39
79954;1;Jose Bonifacio da Silva;RN;Natal;10;DF;DF;Funcionario;112630.36
82271;1;Rodrigo Rodrigues;RR;Boa Bista;5;SP;Sao Paulo;Funcionario;56779.15
107887;1;Rodrigo Rodrigues;RR;Boa Bista;5;SP;Sao Paulo;Funcionario;36166.30
91802;1;Ricardo Trouchetti;RS;Porto Alegre;3;RN;Natal;Funcionario;45893.02
15075;1;Jose Bonifacio da Silva;RN;Natal;10;DF;DF;Funcionario;209814.18
38029;1;Anibal Esteves;PE;Recife;2;SP;Santos;Funcionario;54594.68
105587;1;Ricardo Trouchetti;RS;Porto Alegre;3;RN;Natal;Funcionario;43397.81
33121;1;Rodrigo Rodrigues;RR;Boa Bista;5;SP;Sao Paulo;Funcionario;22595.22
92083;1;Paulo Donaterio Santos;SP;Sao Paulo;1;SP;Osasco;Funcionario;35309.17
73099;1;Paulo Donaterio Santos;SP;Sao Paulo;1;SP;Osasco;Funcionario;59326.32
39429;1;Jose Bonifacio da Silva;RN;Natal;10;DF;DF;Funcionario;114100.83
12004;1;Salim Akabar Neto;SP;Osasco;1;PR;Curitiba;Funcionario;31633.67
99372;1;Ricardo Trouchetti;RS;Porto Alegre;3;RN;Natal;Funcionario;47909.68
50896;1;Rodrigo Rodrigues;RR;Boa Bista;5;SP;Sao Paulo;Funcionario;17467.62
58464;1;Salim Akabar Neto;SP;Osasco;1;PR;Curitiba;Funcionario;2651.91
101132;1;Roberto Paulo de Andrade;MS;Campo Grande;5;SP;Sao Paulo;Funcionario;85735.11
105523;1;Anibal Esteves;PE;Recife;2;SP;Santos;Funcionario;42191.99
46556;1;Antonio Lorenzo;RO;Porto Velho;3;RJ;Rio de Janeiro;Funcionario;37519.88
46704;1;Fabio Nucatti Verberom;ES;Vitoria;2;RS;Porto Alegre;Funcionario;84513.67
96744;1;Rodrigo Rodrigues;RR;Boa Bista;5;SP;Sao Paulo;Funcionario;41319.95
40113;1;Antonio Lorenzo;RO;Porto Velho;3;RJ;Rio de Janeiro;Funcionario;65382.59
86372;1;Fabio Nucatti Verberom;ES;Vitoria;2;RS;Porto Alegre;Funcionario;90053.47
62728;1;Anibal Esteves;PE;Recife;2;SP;Santos;Funcionario;9935.66
70521;1;Anibal Esteves;PE;Recife;2;SP;Santos;Funcionario;13361.89
116911;1;Paulo Donaterio Santos;SP;Sao Paulo;1;SP;Osasco;Funcionario;22714.76
32851;1;Ricardo Trouchetti;RS;Porto Alegre;3;RN;Natal;Funcionario;86301.33
69083;1;Salim Akabar Neto;SP;Osasco;1;PR;Curitiba;Funcionario;39069.51
63423;1;Jefferson Rodrigues Alves;DF;DF;6;MS;Campo Grande;Funcionario;57935.75
88330;1;Anibal Esteves;PE;Recife;2;SP;Santos;Funcionario;88092.83
52882;1;Anibal Esteves;PE;Recife;2;SP;Santos;Funcionario;82716.26
22781;1;Paulo Donaterio Santos;SP;Sao Paulo;1;SP;Osasco;Funcionario;43472.11
19781;1;Rodrigo Rodrigues;RR;Boa Bista;5;SP;Sao Paulo;Funcionario;46411.97
89173;1;Antonio Lorenzo;RO;Porto Velho;3;RJ;Rio de Janeiro;Funcionario;54069.16
50934;1;Roberto Paulo de Andrade;MS;Campo Grande;5;SP;Sao Paulo;Funcionario;92779.22
116724;1;Fabio Nucatti Verberom;ES;Vitoria;2;RS;Porto Alegre;Funcionario;4185.24
117599;1;Fabio Nucatti Verberom;ES;Vitoria;2;RS;Porto Alegre;Funcionario;51450.38
101639;1;Rodrigo Rodrigues;RR;Boa Bista;5;SP;Sao Paulo;Funcionario;17844.51
74496;1;Roberto Paulo de Andrade;MS;Campo Grande;5;SP;Sao Paulo;Funcionario;81513.14
96704;1;Salim Akabar Neto;SP;Osasco;1;PR;Curitiba;Funcionario;77772.33
89556;1;Ricardo Trouchetti;RS;Porto Alegre;3;RN;Natal;Funcionario;46893.07
119545;1;Ricardo Trouchetti;RS;Porto Alegre;3;RN;Natal;Funcionario;41733.30
35355;1;Roberto Paulo de Andrade;MS;Campo Grande;5;SP;Sao Paulo;Funcionario;158528.07
106290;1;Rodrigo Rodrigues;RR;Boa Bista;5;SP;Sao Paulo;Funcionario;41409.67
77176;1;Salim Akabar Neto;SP;Osasco;1;PR;Curitiba;Funcionario;12332.82
37045;2;Paulo Donaterio Santos;SP;Sao Paulo;1;SP;Osasco;Funcionario;57086.80
38920;1;Salim Akabar Neto;SP;Osasco;1;PR;Curitiba;Funcionario;58921.75
36828;1;Fabio Nucatti Verberom;ES;Vitoria;2;RS;Porto Alegre;Funcionario;27439.91
87840;3;Salim Akabar Neto;SP;Osasco;1;PR;Curitiba;Empresa;0
71690;1;Ricardo Trouchetti;RS;Porto Alegre;3;RN;Natal;Funcionario;67363.16
43233;1;Rodrigo Rodrigues;RR;Boa Bista;5;SP;Sao Paulo;Funcionario;84273.11
98556;1;Salim Akabar Neto;SP;Osasco;1;PR;Curitiba;Funcionario;2700.29
100288;1;Anibal Esteves;PE;Recife;2;SP;Santos;Funcionario;64413.67
17248;1;Salim Akabar Neto;SP;Osasco;1;PR;Curitiba;Funcionario;10800.31
58171;1;Alexssandro Silveira Motta;PR;Curitiba;4;ES;Vitoria;Funcionario;13272.25
106509;1;Fabio Nucatti Verberom;ES;Vitoria;2;RS;Porto Alegre;Funcionario;34246.38
101831;1;Paulo Donaterio Santos;SP;Sao Paulo;1;SP;Osasco;Funcionario;49845.47
59547;1;Roberto Paulo de Andrade;MS;Campo Grande;5;SP;Sao Paulo;Funcionario;50773.54
108771;1;Jose Bonifacio da Silva;RN;Natal;10;DF;DF;Funcionario;324679.39
104161;1;Paulo Donaterio Santos;SP;Sao Paulo;1;SP;Osasco;Funcionario;8599.79
102458;1;Salim Akabar Neto;SP;Osasco;1;PR;Curitiba;Funcionario;14254.95
69813;1;Salim Akabar Neto;SP;Osasco;1;PR;Curitiba;Funcionario;66193.43
90294;1;Ricardo Trouchetti;RS;Porto Alegre;3;RN;Natal;Funcionario;20176.14
67088;1;Rodrigo Rodrigues;RR;Boa Bista;5;SP;Sao Paulo;Funcionario;79123.84
111751;1;Roberto Paulo de Andrade;MS;Campo Grande;5;SP;Sao Paulo;Funcionario;82669.95
79122;1;Ricardo Trouchetti;RS;Porto Alegre;3;RN;Natal;Funcionario;89028.59
77689;1;Salim Akabar Neto;SP;Osasco;1;PR;Curitiba;Funcionario;99170.66
10290;1;Paulo Donaterio Santos;SP;Sao Paulo;1;SP;Osasco;Funcionario;53125.53
50006;2;Ricardo Trouchetti;RS;Porto Alegre;3;RN;Natal;Funcionario;67066.08
32677;1;Rodrigo Rodrigues;RR;Boa Bista;5;SP;Sao Paulo;Funcionario;12551.68
13759;1;Roberto Paulo de Andrade;MS;Campo Grande;5;SP;Sao Paulo;Funcionario;30645.13
12956;1;Roberto Paulo de Andrade;MS;Campo Grande;5;SP;Sao Paulo;Funcionario;116698.48
111270;1;Anibal Esteves;PE;Recife;2;SP;Santos;Funcionario;11206.43
81098;1;Roberto Paulo de Andrade;MS;Campo Grande;5;SP;Sao Paulo;Funcionario;13893.69
26432;1;Anibal Esteves;PE;Recife;2;SP;Santos;Funcionario;57287.61
22967;1;Anibal Esteves;PE;Recife;2;SP;Santos;Funcionario;54374.62
59921;1;Salim Akabar Neto;SP;Osasco;1;PR;Curitiba;Funcionario;50454.42
34521;1;Anibal Esteves;PE;Recife;2;SP;Santos;Funcionario;22239.52
111834;1;Jefferson Rodrigues Alves;DF;DF;6;MS;Campo Grande;Funcionario;79327.52
92024;1;Fabio Nucatti Verberom;ES;Vitoria;2;RS;Porto Alegre;Funcionario;84298.26
102797;1;Ricardo Trouchetti;RS;Porto Alegre;3;RN;Natal;Funcionario;47957.58
99016;1;Paulo Donaterio Santos;SP;Sao Paulo;1;SP;Osasco;Funcionario;62196.07
19495;1;Ricardo Trouchetti;RS;Porto Alegre;3;RN;Natal;Funcionario;29652.55
13268;1;Anibal Esteves;PE;Recife;2;SP;Santos;Funcionario;94452.78
24467;1;Salim Akabar Neto;SP;Osasco;1;PR;Curitiba;Funcionario;71073.30
72836;1;Antonio Lorenzo;RO;Porto Velho;3;RJ;Rio de Janeiro;Funcionario;86358.09
119391;1;Fabio Nucatti Verberom;ES;Vitoria;2;RS;Porto Alegre;Funcionario;8601.73
31262;1;Salim Akabar Neto;SP;Osasco;1;PR;Curitiba;Funcionario;53720.41
26692;1;Anibal Esteves;PE;Recife;2;SP;Santos;Funcionario;14131.39
70906;1;Anibal Esteves;PE;Recife;2;SP;Santos;Funcionario;64221.67
50523;1;Salim Akabar Neto;SP;Osasco;1;PR;Curitiba;Funcionario;76080.84
17577;1;Rodrigo Rodrigues;RR;Boa Bista;5;SP;Sao Paulo;Funcionario;91868.70
117798;1;Fabio Nucatti Verberom;ES;Vitoria;2;RS;Porto Alegre;Funcionario;40970.24
40260;1;Paulo Donaterio Santos;SP;Sao Paulo;1;SP;Osasco;Funcionario;46579.17
24589;1;Paulo Donaterio Santos;SP;Sao Paulo;1;SP;Osasco;Funcionario;73267.36
32455;1;Roberto Paulo de Andrade;MS;Campo Grande;5;SP;Sao Paulo;Funcionario;192578.31
104448;1;Ricardo Trouchetti;RS;Porto Alegre;3;RN;Natal;Funcionario;40223.49
76952;1;Salim Akabar Neto;SP;Osasco;1;PR;Curitiba;Funcionario;8400.84
71998;1;Rodrigo Rodrigues;RR;Boa Bista;5;SP;Sao Paulo;Funcionario;95745.53
93257;1;Paulo Donaterio Santos;SP;Sao Paulo;1;SP;Osasco;Funcionario;56437.94
91120;1;Salim Akabar Neto;SP;Osasco;1;PR;Curitiba;Funcionario;52379.51
61638;1;Paulo Donaterio Santos;SP;Sao Paulo;1;SP;Osasco;Funcionario;9678.19
32896;1;Paulo Donaterio Santos;SP;Sao Paulo;1;SP;Osasco;Funcionario;47836.55
74134;1;Anibal Esteves;PE;Recife;2;SP;Santos;Funcionario;9233.60
40473;1;Paulo Donaterio Santos;SP;Sao Paulo;1;SP;Osasco;Funcionario;16735.18
94542;1;Fabio Nucatti Verberom;ES;Vitoria;2;RS;Porto Alegre;Funcionario;489.83
32212;1;Paulo Donaterio Santos;SP;Sao Paulo;1;SP;Osasco;Funcionario;94857.50
10515;1;Anibal Esteves;PE;Recife;2;SP;Santos;Funcionario;42396.96
39123;3;Roberto Paulo de Andrade;MS;Campo Grande;5;SP;Sao Paulo;Funcionario;126339.33
47442;1;Anibal Esteves;PE;Recife;2;SP;Santos;Funcionario;11718.55
50780;1;Jose Bonifacio da Silva;RN;Natal;10;DF;DF;Funcionario;207564.88
113653;1;Anibal Esteves;PE;Recife;2;SP;Santos;Funcionario;57467.34
16701;1;Roberto Paulo de Andrade;MS;Campo Grande;5;SP;Sao Paulo;Funcionario;4908.52
29086;1;Ricardo Trouchetti;RS;Porto Alegre;3;RN;Natal;Funcionario;67256.80
91857;1;Roberto Paulo de Andrade;MS;Campo Grande;5;SP;Sao Paulo;Funcionario;89444.25
12938;1;Alexssandro Silveira Motta;PR;Curitiba;4;ES;Vitoria;Funcionario;57990.76
100000;1;Anibal Esteves;PE;Recife;2;SP;Santos;Funcionario;1889.03
87534;3;Salim Akabar Neto;SP;Osasco;1;PR;Curitiba;Empresa;0
85129;1;Anibal Esteves;PE;Recife;2;SP;Santos;Funcionario;24594.90
45423;1;Ricardo Trouchetti;RS;Porto Alegre;3;RN;Natal;Funcionario;52969.34
114999;1;Ricardo Trouchetti;RS;Porto Alegre;3;RN;Natal;Funcionario;56046.56
49942;1;Ricardo Trouchetti;RS;Porto Alegre;3;RN;Natal;Funcionario;16383.77
6213;1;Roberto Paulo de Andrade;MS;Campo Grande;5;SP;Sao Paulo;Funcionario;29509.27
54517;1;Salim Akabar Neto;SP;Osasco;1;PR;Curitiba;Funcionario;36242.86
7329;1;Anibal Esteves;PE;Recife;2;SP;Santos;Funcionario;19201.09
33248;1;Rodrigo Rodrigues;RR;Boa Bista;5;SP;Sao Paulo;Funcionario;98411.86
8599;3;Rodrigo Rodrigues;RR;Boa Bista;5;SP;Sao Paulo;Funcionario;70898.89
7937;1;Rodrigo Rodrigues;RR;Boa Bista;5;SP;Sao Paulo;Funcionario;39611.81
63375;1;Fabio Nucatti Verberom;ES;Vitoria;2;RS;Porto Alegre;Funcionario;77856.16
69740;1;Roberto Paulo de Andrade;MS;Campo Grande;5;SP;Sao Paulo;Funcionario;91615.58
111678;1;Alexssandro Silveira Motta;PR;Curitiba;4;ES;Vitoria;Funcionario;40561.31
64887;1;Ricardo Trouchetti;RS;Porto Alegre;3;RN;Natal;Funcionario;33736.91
15296;1;Alexssandro Silveira Motta;PR;Curitiba;4;ES;Vitoria;Funcionario;71462.15
21521;1;Ricardo Trouchetti;RS;Porto Alegre;3;RN;Natal;Funcionario;80491.37
111739;1;Salim Akabar Neto;SP;Osasco;1;PR;Curitiba;Funcionario;82647.28
67266;1;Ricardo Trouchetti;RS;Porto Alegre;3;RN;Natal;Funcionario;86336.01
101001;1;Fabio Nucatti Verberom;ES;Vitoria;2;RS;Porto Alegre;Funcionario;93769.57
116487;1;Ricardo Trouchetti;RS;Porto Alegre;3;RN;Natal;Funcionario;88737.24
97843;1;Paulo Donaterio Santos;SP;Sao Paulo;1;SP;Osasco;Funcionario;93224.80
50518;1;Salim Akabar Neto;SP;Osasco;1;PR;Curitiba;Funcionario;52674.36
36620;1;Roberto Paulo de Andrade;MS;Campo Grande;5;SP;Sao Paulo;Funcionario;167881.48
106255;1;Antonio Lorenzo;RO;Porto Velho;3;RJ;Rio de Janeiro;Funcionario;83989.90
92722;3;Ricardo Trouchetti;RS;Porto Alegre;3;RN;Natal;Funcionario;25043.61
72001;1;Roberto Paulo de Andrade;MS;Campo Grande;5;SP;Sao Paulo;Funcionario;97444.14
100592;1;Alexssandro Silveira Motta;PR;Curitiba;4;ES;Vitoria;Funcionario;20402.71
55623;1;Roberto Paulo de Andrade;MS;Campo Grande;5;SP;Sao Paulo;Funcionario;2875.50
34340;1;Anibal Esteves;PE;Recife;2;SP;Santos;Funcionario;21989.84
57786;1;Antonio Lorenzo;RO;Porto Velho;3;RJ;Rio de Janeiro;Funcionario;96935.86
13864;1;Ricardo Trouchetti;RS;Porto Alegre;3;RN;Natal;Funcionario;48783.37
27960;1;Roberto Paulo de Andrade;MS;Campo Grande;5;SP;Sao Paulo;Funcionario;33248.34
70552;1;Rodrigo Rodrigues;RR;Boa Bista;5;SP;Sao Paulo;Funcionario;12690.90
102759;1;Paulo Donaterio Santos;SP;Sao Paulo;1;SP;Osasco;Funcionario;28482.57
85063;1;Salim Akabar Neto;SP;Osasco;1;PR;Curitiba;Funcionario;52892.44
57645;1;Rodrigo Rodrigues;RR;Boa Bista;5;SP;Sao Paulo;Funcionario;86207.64
89674;1;Roberto Paulo de Andrade;MS;Campo Grande;5;SP;Sao Paulo;Funcionario;16914.64
115094;1;Paulo Donaterio Santos;SP;Sao Paulo;1;SP;Osasco;Funcionario;32315.97
68906;1;Salim Akabar Neto;SP;Osasco;1;PR;Curitiba;Funcionario;3175.35
87955;1;Ricardo Trouchetti;RS;Porto Alegre;3;RN;Natal;Funcionario;60710.79
36292;1;Roberto Paulo de Andrade;MS;Campo Grande;5;SP;Sao Paulo;Funcionario;83829.08
80680;1;Rodrigo Rodrigues;RR;Boa Bista;5;SP;Sao Paulo;Funcionario;77114.51
59363;1;Rodrigo Rodrigues;RR;Boa Bista;5;SP;Sao Paulo;Funcionario;1021.66
107067;1;Salim Akabar Neto;SP;Osasco;1;PR;Curitiba;Funcionario;85982.31
48120;1;Salim Akabar Neto;SP;Osasco;1;PR;Curitiba;Funcionario;87145.06
75276;1;Jose Bonifacio da Silva;RN;Natal;10;DF;DF;Funcionario;393074.03
100182;1;Ricardo Trouchetti;RS;Porto Alegre;3;RN;Natal;Funcionario;32081.66
58599;1;Salim Akabar Neto;SP;Osasco;1;PR;Curitiba;Funcionario;99616.54
22541;1;Salim Akabar Neto;SP;Osasco;1;PR;Curitiba;Funcionario;15874.31
96333;3;Salim Akabar Neto;SP;Osasco;1;PR;Curitiba;Funcionario;82811.32
42240;1;Jose Bonifacio da Silva;RN;Natal;10;DF;DF;Funcionario;3263.80
47120;1;Jose Bonifacio da Silva;RN;Natal;10;DF;DF;Funcionario;18460.58
31529;1;Salim Akabar Neto;SP;Osasco;1;PR;Curitiba;Funcionario;61132.60
15473;1;Paulo Donaterio Santos;SP;Sao Paulo;1;SP;Osasco;Funcionario;15722.86
88337;1;Roberto Paulo de Andrade;MS;Campo Grande;5;SP;Sao Paulo;Funcionario;94250.46
40318;1;Paulo Donaterio Santos;SP;Sao Paulo;1;SP;Osasco;Funcionario;55388.91
80729;1;Alexssandro Silveira Motta;PR;Curitiba;4;ES;Vitoria;Funcionario;94322.89
27462;1;Alexssandro Silveira Motta;PR;Curitiba;4;ES;Vitoria;Funcionario;72383.91
74563;1;Salim Akabar Neto;SP;Osasco;1;PR;Curitiba;Funcionario;19977.10
9578;1;Alexssandro Silveira Motta;PR;Curitiba;4;ES;Vitoria;Funcionario;58730.03
13380;2;Roberto Paulo de Andrade;MS;Campo Grande;5;SP;Sao Paulo;Funcionario;173233.84
83210;1;Roberto Paulo de Andrade;MS;Campo Grande;5;SP;Sao Paulo;Funcionario;61529.77
62921;1;Fabio Nucatti Verberom;ES;Vitoria;2;RS;Porto Alegre;Funcionario;74321.87
70723;1;Anibal Esteves;PE;Recife;2;SP;Santos;Funcionario;26681.89
87527;1;Salim Akabar Neto;SP;Osasco;1;PR;Curitiba;Funcionario;71227.66
118108;1;Paulo Donaterio Santos;SP;Sao Paulo;1;SP;Osasco;Funcionario;34594.29
25957;1;Salim Akabar Neto;SP;Osasco;1;PR;Curitiba;Funcionario;14660.03
29305;1;Roberto Paulo de Andrade;MS;Campo Grande;5;SP;Sao Paulo;Funcionario;190448.23
6800;1;Jose Bonifacio da Silva;RN;Natal;10;DF;DF;Funcionario;187464.55
15756;1;Ricardo Trouchetti;RS;Porto Alegre;3;RN;Natal;Funcionario;24750.92
31110;1;Antonio Lorenzo;RO;Porto Velho;3;RJ;Rio de Janeiro;Funcionario;94267.68
117979;1;Rodrigo Rodrigues;RR;Boa Bista;5;SP;Sao Paulo;Funcionario;58990.30
48648;1;Salim Akabar Neto;SP;Osasco;1;PR;Curitiba;Funcionario;74364.09
66950;1;Salim Akabar Neto;SP;Osasco;1;PR;Curitiba;Funcionario;57564.12
21766;1;Paulo Donaterio Santos;SP;Sao Paulo;1;SP;Osasco;Funcionario;94881.12
83167;1;Ricardo Trouchetti;RS;Porto Alegre;3;RN;Natal;Funcionario;53936.65
91806;1;Fabio Nucatti Verberom;ES;Vitoria;2;RS;Porto Alegre;Funcionario;35514.18
90742;1;Fabio Nucatti Verberom;ES;Vitoria;2;RS;Porto Alegre;Funcionario;48902.29
22516;1;Rodrigo Rodrigues;RR;Boa Bista;5;SP;Sao Paulo;Funcionario;17643.10
18692;1;Salim Akabar Neto;SP;Osasco;1;PR;Curitiba;Funcionario;54068.36
88629;1;Ricardo Trouchetti;RS;Porto Alegre;3;RN;Natal;Funcionario;75890.16
76941;1;Jose Bonifacio da Silva;RN;Natal;10;DF;DF;Funcionario;162397.79
15192;1;Antonio Lorenzo;RO;Porto Velho;3;RJ;Rio de Janeiro;Funcionario;14948.88
90398;1;Paulo Donaterio Santos;SP;Sao Paulo;1;SP;Osasco;Funcionario;51920.93
76320;1;Roberto Paulo de Andrade;MS;Campo Grande;5;SP;Sao Paulo;Funcionario;110971.66
10023;1;Ricardo Trouchetti;RS;Porto Alegre;3;RN;Natal;Funcionario;90977.11
65764;2;Paulo Donaterio Santos;SP;Sao Paulo;1;SP;Osasco;Funcionario;81574.14
108334;1;Roberto Paulo de Andrade;MS;Campo Grande;5;SP;Sao Paulo;Funcionario;20230.34
35822;1;Anibal Esteves;PE;Recife;2;SP;Santos;Funcionario;14564.94
35527;1;Jose Bonifacio da Silva;RN;Natal;10;DF;DF;Funcionario;164801.93
94931;1;Rodrigo Rodrigues;RR;Boa Bista;5;SP;Sao Paulo;Funcionario;2880.84
40853;1;Rodrigo Rodrigues;RR;Boa Bista;5;SP;Sao Paulo;Funcionario;78946.00
112695;1;Ricardo Trouchetti;RS;Porto Alegre;3;RN;Natal;Funcionario;7213.37
18802;1;Salim Akabar Neto;SP;Osasco;1;PR;Curitiba;Funcionario;71545.74
7277;1;Salim Akabar Neto;SP;Osasco;1;PR;Curitiba;Funcionario;9326.34
104268;1;Anibal Esteves;PE;Recife;2;SP;Santos;Funcionario;73552.43
87272;1;Alexssandro Silveira Motta;PR;Curitiba;4;ES;Vitoria;Funcionario;21970.81
72821;1;Roberto Paulo de Andrade;MS;Campo Grande;5;SP;Sao Paulo;Funcionario;68574.00
92654;1;Ricardo Trouchetti;RS;Porto Alegre;3;RN;Natal;Funcionario;56613.16
41782;1;Alexssandro Silveira Motta;PR;Curitiba;4;ES;Vitoria;Funcionario;23634.35
45434;1;Fabio Nucatti Verberom;ES;Vitoria;2;RS;Porto Alegre;Funcionario;4822.71
